Account_Number,Annual_Income_1000s,Household_Size,Years_of_Post-High_School_Education,TV_Hours,Age,Gender,Exceded_Credit_Limit_in_Past_12_Months,Annual_Charges,Data_split
20311619,54.1,7,5,31,34,Male,No,15946.98,Train
9783555,58.1,2,2,24,60,Male,No,15077.2,Train
7711108,110.9,2,0,47,46,Female,No,16244.47,Train
14729348,52.8,6,4,32,49,Female,No,13876.08,Train
978203,57.6,2,4,15,51,Male,No,989.71,Train
20470923,81.8,4,1,18,35,Female,No,14455.76,Train
454396,111.2,6,1,3,28,Female,No,24853.99,Train
11006767,31.2,3,0,56,37,Female,No,14467.04,Train
3025867,22.4,6,5,55,52,Male,No,9960.61,Train
4496170,42.3,6,3,15,37,Male,No,11333,Train
3070507,41.5,2,4,37,55,Female,No,13203.97,Train
24281871,50.1,3,1,17,54,Female,No,12294.1,Train
7016518,47.3,2,3,43,44,Male,No,0,Train
7747799,38.7,3,0,13,47,Male,No,11159.3,Train
21022352,42.7,6,0,57,32,Female,No,12504.44,Train
19815193,32.8,8,5,42,40,Male,No,12158.7,Train
23342675,45.3,7,1,17,28,Female,No,9359.91,Train
17650692,129.2,2,4,39,45,Male,No,17173.61,Train
1259707,72.5,6,2,49,47,Female,No,9133.63,Train
16637270,35,2,0,57,38,Female,No,10240.58,Train
21489769,74.4,8,1,33,48,Female,No,23964.31,Train
18438190,28.7,1,1,33,41,Female,No,0,Train
25459475,122.3,4,3,27,36,Female,No,20865.23,Train
16491647,45.1,4,2,30,47,Male,No,5872.01,Train
9479079,79.7,4,2,17,54,Male,No,9060.76,Train
4875503,117.7,7,4,29,46,Female,No,24579.57,Train
19275708,93.9,6,3,3,46,Female,Yes,17526.2,Train
28630099,32,2,1,34,47,Male,No,0,Train
13900370,56.1,5,3,59,44,Female,No,10846.21,Train
18248453,80.7,6,4,18,29,Male,No,9870.91,Train
7768752,78.3,8,5,29,56,Male,No,19026.78,Train
709551,75.3,8,5,24,25,Female,Yes,11256.6,Train
25496997,50.6,6,1,17,40,Male,No,6945.86,Train
21860655,55.3,5,2,39,33,Male,No,2688.08,Train
24120547,67.1,3,1,37,36,Female,No,8785.72,Train
4574484,55.8,4,3,47,35,Male,No,9238.06,Train
9755016,72.2,7,3,25,38,Female,No,11968.32,Train
2330715,81.8,5,4,50,45,Female,Yes,17378.8,Train
2327281,52.7,2,2,56,46,Male,No,4257.91,Train
11569147,122.5,7,5,56,41,Female,No,14938.94,Train
28156635,51.5,3,1,20,68,Female,No,10377.47,Train
7200009,9.9,7,5,0,27,Male,No,12465.51,Train
26753570,76.9,6,4,15,46,Male,No,13434.25,Train
18881223,54.7,7,3,19,55,Male,No,16407.78,Train
3039183,93.9,2,3,37,54,Female,No,12440.38,Train
24137537,99.1,8,1,20,43,Male,No,17925.01,Train
14734861,100.7,1,0,17,25,Female,No,7566.38,Train
14845890,38.8,1,4,3,38,Female,Yes,3767.35,Train
11711189,28.4,7,0,38,25,Female,No,10600.85,Train
14003601,103.7,5,4,11,33,Male,No,18971.69,Train
15397701,54.1,6,1,27,55,Male,No,7426.95,Train
28614417,84.8,3,3,4,46,Female,No,19767.13,Train
14088948,36.2,7,5,15,53,Male,Yes,6963.5,Train
4035948,86.9,6,4,36,30,Male,No,11051.54,Train
23120548,109.8,5,5,8,43,Female,No,10990.02,Train
13264077,49.6,8,2,32,54,Male,No,14057.74,Train
27985867,66,2,5,23,40,Female,No,13318.41,Train
25034495,45.3,6,3,45,47,Female,No,16220.79,Train
17336099,69.3,3,5,35,51,Female,No,18677.89,Train
6072761,73.8,5,0,56,55,Male,No,18096.4,Train
27780051,64.1,2,0,58,45,Female,No,11757.21,Train
16944802,101,6,5,7,62,Female,No,8259.22,Train
8793032,86.4,7,4,31,41,Female,No,19648.03,Train
16258021,52.1,6,5,59,45,Male,No,9822.03,Train
19015272,48.3,1,1,25,41,Male,No,10833.51,Train
28381902,69.8,1,5,15,65,Male,No,11379.62,Train
10199596,31.6,2,1,37,40,Male,No,3262.79,Train
15468898,95.6,6,4,24,54,Female,No,5360.36,Train
614118,58.4,3,0,13,61,Male,No,15113.07,Train
2240902,80.8,5,4,20,46,Female,No,5049.67,Train
9701180,91.5,3,3,28,45,Female,No,17448.46,Train
27122616,107.2,3,1,32,43,Male,No,19135.98,Train
9483928,45.2,1,4,21,47,Female,No,6823.1,Train
19406882,100.4,5,2,12,42,Female,Yes,16775.97,Train
20141965,104.6,7,2,28,43,Male,No,15025.93,Train
20555742,59.2,6,1,1,22,Male,No,12211.23,Train
17390584,86.2,8,3,22,48,Male,No,15978.79,Train
67705,51.6,8,1,15,59,Female,No,7792.66,Train
15344923,81,7,1,47,41,Female,No,22886.89,Train
12601890,61.6,5,5,52,37,Female,No,13526.2,Train
20557868,35,7,2,51,58,Female,No,2989.34,Train
15313394,44.7,3,3,50,48,Female,No,10168.21,Train
12835117,65.9,4,4,23,29,Male,No,8917.72,Train
21663514,114.9,2,3,2,48,Male,No,8706.97,Train
17134796,38.4,4,0,58,45,Female,No,9975.06,Train
15876228,106.5,7,1,36,44,Female,No,19659.22,Train
5803054,65.8,4,3,9,64,Female,No,14692.1,Train
28310368,50.5,4,3,41,67,Male,No,4146.14,Train
573721,113.5,2,1,34,27,Male,No,17507.32,Train
27311546,108.1,4,0,49,38,Male,No,16447.64,Train
18460304,38.9,2,1,12,59,Male,No,7322.06,Train
28967852,26.5,6,1,37,25,Male,No,11246.05,Train
24641705,40.2,3,1,23,53,Female,No,2010.99,Train
13456970,113.3,1,4,59,48,Female,No,15139.08,Train
25814491,56.7,5,4,39,61,Male,No,3423.75,Train
2185244,51.5,7,3,16,34,Male,No,3674.78,Train
20095674,68.2,6,1,33,38,Female,No,12812.07,Train
8599932,49,7,2,25,25,Male,No,6306,Train
13405404,69,1,4,6,22,Male,No,8622.72,Train
1081069,46.5,8,3,3,31,Male,No,680.47,Train
2885262,32,3,2,50,49,Female,No,6407.99,Train
9749035,71.5,1,1,11,37,Male,No,11771.92,Train
15068971,58,8,1,14,39,Male,No,3654.62,Train
28570764,123.8,1,2,52,26,Female,No,24052.48,Train
20297304,36.3,4,4,58,41,Female,No,15086.12,Train
12227941,107,4,3,27,34,Male,No,19504.39,Train
16211784,79.3,2,3,12,39,Male,No,9228.6,Train
11912197,80.6,5,0,59,66,Male,No,7624.82,Train
7025501,73.8,2,1,44,38,Male,No,12468.91,Train
19139223,75,5,3,58,60,Male,No,4855.48,Train
12688471,125.5,2,0,43,60,Male,No,23806.88,Train
11572598,75.4,7,2,11,43,Male,No,17999.32,Train
18736508,97.7,5,1,38,35,Male,No,15799.69,Train
13753041,84.7,2,5,40,67,Male,No,15650.15,Train
6038807,56.5,7,4,4,42,Female,No,12346.27,Train
1780470,44.4,8,2,24,42,Male,Yes,6123.75,Train
13405827,61.4,5,4,6,33,Female,No,6190.69,Train
24759810,84.8,8,1,17,48,Male,No,22987.65,Train
3335908,111.2,6,5,33,19,Female,No,9798.97,Train
29702019,44,5,5,37,63,Male,No,14613.15,Train
14013878,80.5,5,0,57,38,Female,No,12296.3,Train
9014894,78.3,2,2,13,61,Female,No,4757.99,Train
24186561,78.9,4,2,44,49,Male,No,3611.85,Train
25778571,75.3,2,4,21,33,Male,No,5742.14,Train
23471446,84.5,8,0,16,55,Male,No,15025.88,Train
12054408,46.4,2,1,3,36,Female,No,13069.76,Train
16923163,36.8,2,3,3,45,Male,No,12854.74,Train
17570429,123.9,2,4,31,46,Female,No,8138.02,Train
1344233,9.3,2,4,53,50,Male,No,11552.74,Train
27797184,27.4,1,1,31,41,Male,No,4836.19,Train
25605803,73.8,4,4,18,22,Female,No,17163.91,Train
20257054,69.5,2,5,46,51,Male,No,5571.76,Train
23737938,80,2,3,36,64,Male,No,10146.2,Train
17464390,51.7,8,2,33,20,Female,Yes,16114.18,Train
7368460,106.4,6,2,21,65,Female,Yes,8164.33,Train
2048914,102.5,7,2,42,54,Male,No,9950.87,Train
6133555,13.3,3,2,57,61,Female,No,771.04,Train
23229095,58.4,7,2,43,43,Male,No,8956.85,Train
11398661,33.9,6,1,31,57,Female,Yes,7968.23,Train
7480813,101.7,5,3,38,56,Female,No,15481.44,Train
21372903,111,4,2,59,36,Female,No,12276.14,Train
4902138,91.6,5,3,31,41,Female,No,13088.52,Train
14506696,65.9,1,4,16,52,Female,No,16950.75,Train
13007184,68.1,4,0,9,32,Female,No,12756.9,Train
5726941,28.4,3,5,46,22,Male,No,2072.81,Train
8980846,61.1,2,4,10,30,Female,No,17140.81,Train
9591957,91,7,1,10,44,Male,No,14989.69,Train
29862763,49.4,3,4,14,50,Female,No,0,Train
23738705,53,4,3,10,57,Female,No,8428.25,Train
19510641,84.3,7,3,52,54,Female,No,8148.57,Train
15681229,93.6,7,1,52,62,Female,Yes,12279.08,Train
8533012,29,4,1,6,31,Female,No,14829.04,Train
26405584,49.4,5,3,22,49,Male,No,6835.5,Train
10473910,32.6,8,2,56,31,Female,No,5060.79,Train
10261114,43.6,5,2,49,41,Female,Yes,17355.52,Train
13202633,69.4,5,1,36,43,Female,No,9648.95,Train
44289,100,3,0,55,32,Male,No,22562.01,Train
21177432,121.5,1,2,25,50,Male,No,17907.23,Train
17401368,82.1,5,3,45,54,Male,No,15414.54,Train
10515918,109.5,6,3,40,46,Male,Yes,7373.69,Train
26087619,128.5,1,5,15,46,Male,No,7063.65,Train
24949797,74.7,4,4,2,36,Male,Yes,16315.66,Train
19599848,71.4,6,1,11,41,Male,No,10684.08,Train
6512641,83.6,5,1,31,52,Male,No,8985.94,Train
14168510,79.5,6,3,56,34,Female,No,17847.28,Train
16280008,67,5,4,19,54,Female,Yes,12419.11,Train
26178850,46.9,1,4,24,48,Female,No,0,Train
10029511,64.6,3,3,27,53,Female,No,5359.87,Train
5943703,111.4,3,2,37,35,Male,No,13340.16,Train
12085174,116.9,8,1,16,59,Female,No,26360.62,Train
26941757,57.3,1,4,45,61,Female,No,2814.78,Train
19032756,46.5,5,4,42,36,Female,No,14493.67,Train
1188691,89.5,5,3,46,32,Male,No,10694.89,Train
27001168,93.5,3,3,35,50,Male,No,6083.9,Train
16499795,52.2,6,3,18,58,Male,No,9329.9,Train
13051736,41.1,7,3,62,59,Female,Yes,6940.63,Train
25569656,64.5,1,3,12,57,Female,No,5819.08,Train
14947679,88.7,6,0,18,33,Male,No,11702.45,Train
13203270,46.3,5,0,44,24,Female,Yes,11536.64,Train
8959094,112.9,5,3,59,33,Male,No,13825.91,Train
19161368,30,6,4,58,40,Female,No,3687.36,Train
9372623,41.4,6,1,58,56,Male,No,10443.54,Train
20125939,77.1,4,5,53,44,Female,No,15722.11,Train
3953184,45.7,3,2,55,23,Male,Yes,15846.65,Train
12674404,35.4,2,5,59,29,Male,No,0,Train
12635791,88.6,3,3,59,60,Female,No,11179.99,Train
24038888,72.3,3,2,47,51,Female,No,12394.32,Train
9543887,89.5,6,5,40,59,Female,No,20424.77,Train
10678910,57.6,1,4,44,37,Male,Yes,10642.36,Train
15348434,90.4,7,1,18,33,Male,No,14019.82,Train
21461956,111.6,3,3,61,35,Female,No,6245.37,Train
14805478,35,7,4,17,43,Female,No,0,Train
592025,117.1,8,2,1,47,Male,No,20610.26,Train
12600695,72.2,3,3,24,26,Male,No,12339.15,Train
9210102,38.5,4,4,9,46,Male,No,15673.96,Train
15319448,105.9,5,1,22,45,Male,No,19690.03,Train
3539671,49.7,4,2,51,43,Female,No,7972.66,Train
17407168,112.8,5,4,24,51,Female,No,22475.21,Train
23207052,100.4,6,5,34,47,Male,No,18566.11,Train
20053591,96,2,5,4,37,Female,No,10816.53,Train
203890,39.2,2,3,16,29,Male,No,7425.54,Train
25280522,15.6,1,5,45,43,Male,No,0,Train
20657625,84.4,2,3,23,49,Male,No,12749.67,Train
27876855,85.5,1,3,43,45,Male,No,21689.19,Train
27750909,25.7,7,1,5,52,Male,No,8051.56,Train
19810312,52,2,1,38,63,Male,No,16906.55,Train
21711389,47.8,6,0,18,48,Female,No,14521.53,Train
3001924,24.1,6,2,3,54,Male,No,5890.2,Train
14660910,48.6,2,1,53,41,Female,No,6428.6,Train
15952690,32.1,3,3,47,32,Female,No,8109.6,Train
17340832,38.5,1,4,18,28,Male,No,4656.3,Train
23846765,52.3,2,1,50,57,Male,No,4655.69,Train
3249456,63.5,5,5,43,48,Female,No,6749.32,Train
22474513,79.6,1,0,18,41,Male,No,17484.52,Train
945267,43.6,7,3,35,53,Male,No,5574.69,Train
1492535,85.1,8,3,30,44,Female,No,10528.85,Train
16504266,62.6,5,3,49,60,Male,No,13669.07,Train
25943181,53.5,2,1,41,34,Male,Yes,7237.61,Train
20678057,87.2,2,4,15,39,Male,No,8219.13,Train
13591151,58,6,3,57,49,Female,No,11051.3,Train
4152331,47.9,2,0,2,33,Male,No,1274.16,Train
24020328,50.1,6,2,36,59,Female,No,14040.15,Train
8062692,23.4,8,4,29,49,Female,No,8060.25,Train
17506199,117.6,7,4,51,36,Female,No,25456.68,Train
15475996,61.9,3,3,30,50,Male,No,2598.92,Train
15528156,27.7,7,1,32,35,Female,No,5032.06,Train
1829399,74.9,5,0,45,55,Female,No,16982.35,Train
8988715,74.9,6,0,38,60,Male,No,10027.59,Train
26055117,112.3,5,4,51,41,Female,No,18056.45,Train
12421138,80.4,3,1,40,34,Male,No,11403.09,Train
26492732,87.3,6,4,3,40,Male,No,12040.22,Train
9832035,50.5,6,3,48,43,Female,No,9696.26,Train
14555579,81.5,3,3,25,41,Female,No,8005.74,Train
23655201,89.6,8,5,53,41,Female,No,15244.9,Train
7899170,44.3,2,1,47,59,Male,No,5383.34,Train
14425342,42.7,6,1,37,32,Female,No,13485.79,Train
26743514,76,3,5,60,48,Female,No,17258.18,Train
27047366,133.1,5,3,10,54,Female,No,11180.64,Train
29900090,24.9,7,0,46,29,Female,No,13021.82,Train
16403243,24.6,7,3,52,39,Female,No,14552.68,Train
20904529,91.2,7,3,31,45,Male,No,17677.35,Train
19552431,62.6,2,5,57,48,Female,No,10548.63,Train
10275859,53.7,6,4,47,39,Female,No,1127.46,Train
23069341,31.6,7,2,27,36,Male,No,10723.96,Train
16970329,88.6,8,3,47,34,Male,No,25895.27,Train
24441381,69.4,5,5,32,55,Male,No,3220.61,Train
550341,76.8,3,4,29,33,Female,No,9749.82,Train
23617964,54.1,4,1,7,36,Female,No,5009.01,Train
10582991,105.5,3,2,29,28,Male,No,21664.32,Train
26432970,88.8,2,5,5,42,Female,No,6430.17,Train
2942957,85.4,5,4,17,55,Female,No,20787.54,Train
8267812,23.4,6,3,23,61,Female,No,0,Train
2541384,88.7,3,3,12,46,Female,No,7315.2,Train
8682742,108.4,7,2,14,57,Female,No,20222.35,Train
12580831,57.6,5,4,60,36,Female,No,7432.36,Train
10380385,42.5,3,2,14,62,Male,No,0,Train
12791412,53.1,8,3,53,43,Female,No,14597.04,Train
19727962,29.7,1,2,4,34,Male,Yes,4207.39,Train
28988966,56.8,3,5,55,58,Male,No,9322.05,Train
13620196,113.4,7,3,20,45,Female,No,20214.44,Train
16047408,80,7,3,24,48,Female,No,6376.93,Train
12714999,100.6,7,4,52,50,Female,No,13989.39,Train
5914487,67,4,3,31,37,Female,No,7378.57,Train
20616203,117.7,1,1,0,46,Female,No,23510.59,Train
8119721,89,5,2,14,49,Female,No,10710.49,Train
12510099,68,2,4,20,59,Female,No,5649.2,Train
19354027,76.6,2,2,42,37,Male,Yes,14610.78,Train
13233089,94.6,4,4,6,58,Female,No,10322.37,Train
1688542,76.7,4,5,28,37,Female,Yes,9473.04,Train
6349688,95.7,7,5,5,62,Female,Yes,14459.36,Train
20768818,72.6,3,4,8,47,Female,No,15884.07,Train
2265242,31.1,8,4,39,50,Female,No,2112.61,Train
29938177,59.9,1,0,30,52,Female,No,15077.35,Train
6995918,51.8,3,4,54,36,Male,No,8819.62,Train
1253007,54.4,3,4,37,38,Female,No,18226.1,Train
10268716,82.8,3,4,18,58,Female,No,9830.23,Train
3484685,61.7,2,0,8,40,Male,No,17094.56,Train
28581194,79.2,5,1,51,49,Male,No,8678.1,Train
16864524,79.4,7,3,43,62,Female,No,8457.12,Train
4980426,28.8,3,2,25,54,Male,No,2813.1,Train
21485298,80.7,2,1,10,35,Male,No,10055.69,Train
1218074,39.2,4,3,48,31,Female,No,0,Train
7066644,23.9,4,4,50,41,Female,No,3708.08,Train
26065290,61.9,2,5,60,23,Male,No,5545.56,Train
12141737,122.5,6,4,24,55,Male,No,19534.22,Train
3785638,61,6,4,55,41,Female,No,7092.88,Train
794335,49.7,2,2,18,52,Male,No,14319.66,Train
26986016,81.9,7,2,39,20,Male,No,18308.38,Train
21342594,17.3,1,2,37,49,Female,No,12135.88,Train
16397921,28.6,7,5,49,55,Male,Yes,9702.69,Train
22292841,73.9,4,2,50,47,Male,No,15685.16,Train
5311735,93.5,4,3,17,44,Female,No,17402.41,Train
15844084,49.7,8,2,28,30,Female,No,16278.79,Train
16396920,96.1,3,5,16,43,Female,No,17436.86,Train
23171244,65.3,8,3,56,47,Female,Yes,6660.39,Train
13162492,30.3,4,1,16,41,Female,No,12393.23,Train
11081540,70.9,3,0,28,36,Male,No,16019.37,Train
19947234,58,2,4,48,35,Female,No,7685.61,Train
22889403,27.2,4,2,36,36,Male,No,4097.84,Train
6330418,44.6,2,4,32,56,Female,No,14621.34,Train
646137,79.6,8,4,23,63,Female,No,19985.27,Train
19320885,41.1,6,1,8,55,Male,No,9527.64,Train
16728307,79.3,6,2,20,34,Female,Yes,8961.74,Train
2529933,47.9,2,3,37,50,Female,No,13703.92,Train
7093587,31.8,4,5,32,27,Male,Yes,7776.01,Train
14761827,30.4,5,5,54,38,Female,No,12412.31,Train
5849328,43.3,1,4,14,30,Male,No,12828.33,Train
1305218,29.3,1,4,62,43,Male,No,8649.06,Train
5685298,54.2,8,2,52,22,Male,No,10160.73,Train
7831186,111.1,3,4,8,54,Male,No,24639.26,Train
11832376,41.3,8,0,29,42,Male,No,4349.28,Train
26360884,80.3,4,4,6,37,Male,Yes,21788.32,Train
17005252,59.2,7,5,58,44,Male,No,11275.23,Train
15851819,26.5,7,4,23,43,Female,Yes,0,Train
16937904,48.3,8,0,32,25,Female,No,17375.24,Train
15845510,70.3,6,2,54,47,Male,No,17673.97,Train
6918919,116.7,1,4,38,34,Female,Yes,5843.93,Train
13109317,72.9,5,1,3,50,Male,No,12088.48,Train
12164208,68.5,6,2,17,53,Female,No,4883.27,Train
26700040,62.6,1,3,43,55,Male,Yes,18036.42,Train
17708568,67.7,1,4,13,42,Female,No,7516.23,Train
29682539,90.3,5,4,23,43,Female,No,15305.22,Train
14038130,51.9,5,5,38,32,Female,No,15440.68,Train
13599400,69.8,8,2,44,42,Male,No,18088.36,Train
13714828,40.5,6,0,34,27,Male,No,13920.76,Train
3691921,83.1,8,2,37,55,Female,No,14095.13,Train
21339166,65.5,2,3,46,69,Female,No,6070.26,Train
9090663,23,3,2,36,62,Male,No,7702.69,Train
22639452,51.3,8,2,10,47,Male,No,17822.26,Train
29901076,39.8,3,3,60,31,Female,No,351.28,Train
17976030,66.2,7,2,4,32,Male,No,7484.32,Train
1868655,65.7,2,3,23,56,Female,No,8612.98,Train
3947794,38.2,6,1,35,53,Male,No,15355.02,Train
22137974,45.3,7,4,0,34,Male,No,12690.41,Train
25182365,98.9,1,2,38,43,Female,No,16722.87,Train
11096928,88.9,7,0,55,26,Male,No,13356.68,Train
27556645,15.5,4,4,50,37,Female,No,0,Train
12930616,46.6,4,2,11,35,Female,No,12037.71,Train
28964336,97.2,5,2,17,62,Female,No,16903.36,Train
20972726,94.3,4,3,18,34,Male,No,14652.82,Train
22837822,62,1,4,61,41,Male,No,9730.73,Train
7942290,35.3,2,2,34,54,Female,Yes,3676.19,Train
5735943,75.4,5,2,33,44,Female,No,9841.34,Train
22901824,38.1,6,5,51,34,Male,No,12298.11,Train
14172561,99.9,8,5,24,24,Female,No,17240.65,Train
9229999,128.6,8,2,21,38,Female,No,17186.39,Train
2227434,22.1,5,1,29,29,Male,No,0,Train
18745478,59.3,1,0,57,45,Male,No,9133.23,Train
12545576,84.7,5,3,20,24,Male,No,14873.84,Train
28987352,78.7,7,4,40,44,Female,No,13050.56,Train
3662933,105.5,6,1,52,41,Male,No,11752.58,Train
24841878,64.6,6,0,40,58,Female,No,14835.14,Train
23437102,128.8,4,2,41,54,Male,No,19112.53,Train
29542845,86.4,2,3,59,58,Female,No,7737.05,Train
14631947,83.8,1,2,41,41,Female,No,12993.18,Train
5568066,51.5,7,4,56,47,Female,No,6477.21,Train
28650542,72.6,6,4,30,65,Female,Yes,10286.67,Train
8069748,66.8,5,3,40,31,Female,No,8136.37,Train
9414394,106.2,6,2,54,43,Female,No,25056.91,Train
28753501,73.3,2,0,13,46,Male,No,15443.68,Train
7700333,40.3,4,2,37,53,Male,No,6802.37,Train
16471547,58.4,5,3,6,48,Female,No,6503.23,Train
19022214,78.5,3,4,5,35,Female,No,6561.19,Train
21767114,44.5,6,5,13,61,Male,No,9266.06,Train
2777025,39,6,0,37,53,Female,No,12751.18,Train
21852841,20,2,2,17,51,Male,No,1932.11,Train
14980341,129.5,4,4,29,27,Male,No,12122.36,Train
25336831,113.8,4,2,55,31,Male,No,19278.66,Train
114106,57.2,3,3,34,37,Male,No,10446.99,Train
28206526,35.4,7,4,57,47,Female,No,8847.86,Train
19728492,46.4,5,1,59,30,Male,No,10121.97,Train
20605738,76.7,3,4,51,49,Male,No,17733.86,Train
9382274,39.5,3,2,59,53,Female,No,18179.63,Train
7634971,51.5,6,5,28,40,Male,No,868.03,Train
14346215,61.4,3,2,42,65,Male,No,3286.68,Train
16517723,39.4,5,0,11,32,Female,Yes,10120.45,Train
29107791,42.2,2,2,9,38,Male,No,2244.24,Train
13623608,17.6,7,0,25,47,Female,No,8415.04,Train
12430945,91.2,3,0,42,42,Male,No,6494.02,Train
22585674,134.2,8,5,27,58,Male,Yes,22164.01,Train
9553434,73.7,8,1,3,42,Male,No,13969.95,Train
25557452,100.8,5,1,22,52,Male,No,16438.23,Train
16824663,23.9,4,3,10,56,Female,No,0,Train
6442506,100.8,2,3,11,46,Male,No,11386.62,Train
10236212,116.4,1,1,21,50,Male,No,20373.98,Train
22208390,36.6,8,2,10,51,Male,No,8733.42,Train
23018614,73.7,5,4,28,55,Male,No,5443.39,Train
6749034,53.2,2,3,3,38,Female,No,4951.98,Train
8122824,53.4,2,2,60,22,Male,No,4619.27,Train
28693661,56.6,1,1,11,67,Female,No,13818.29,Train
19029184,86.2,2,4,32,49,Female,No,7087.43,Train
8512406,108.2,4,4,58,57,Female,No,21737.49,Train
25938322,31,4,5,32,42,Female,No,5871.77,Train
23672211,63.3,6,2,37,35,Female,No,14834.59,Train
16911324,109.8,8,1,43,49,Female,No,19994.5,Train
24246706,71.8,1,3,59,35,Female,No,12169.28,Train
23208006,118.6,3,2,46,37,Male,No,12832.77,Train
5459486,40.5,6,3,20,40,Female,No,15457.72,Train
12316646,46.3,5,3,61,31,Male,Yes,11282.86,Train
7997089,58.1,7,4,10,39,Female,No,8806.3,Train
27612235,89.6,6,3,56,56,Female,Yes,7783.45,Train
17779790,63.8,1,1,37,33,Female,No,3325.81,Train
8628150,111.8,5,4,25,62,Male,No,16956.17,Train
25503940,119.4,5,5,28,51,Female,Yes,13062.34,Train
22784762,71.2,4,1,28,63,Male,No,15967.59,Train
26881310,73.2,7,0,20,43,Female,No,18329.35,Train
12665455,39.5,7,4,12,34,Female,No,3848.85,Train
13660603,87.4,3,2,19,43,Female,No,17729.75,Train
16603256,41,3,3,16,36,Female,No,12725.67,Train
10169174,67.2,3,4,6,51,Male,No,5604.43,Train
21445955,95.7,1,3,39,44,Male,No,19691.52,Train
26276416,94.5,4,3,59,36,Male,No,19431.27,Train
11307358,42.4,2,3,29,29,Male,No,7698.57,Train
21586806,79.4,4,2,40,28,Male,No,6817.75,Train
16762622,34.8,2,2,26,56,Male,No,6223.71,Train
650660,53.9,5,1,38,22,Female,Yes,15377.14,Train
26614872,103.6,5,2,26,64,Male,No,13706.42,Train
2329984,99.5,8,1,25,48,Male,No,10081.47,Train
27308708,74.2,3,2,53,41,Male,No,7418.5,Train
16523294,32.1,1,2,42,27,Male,No,7842.18,Train
1327569,32.6,3,2,41,67,Male,No,16117.58,Train
25721626,112,2,1,60,59,Male,No,16780.34,Train
21869270,117.7,4,4,58,53,Female,No,16910.58,Train
19670586,67.4,3,2,3,45,Male,No,17209.08,Train
2390404,44,6,1,9,39,Male,No,13491.13,Train
13327411,71.4,6,4,27,30,Male,No,2256.1,Train
21636805,63.9,4,2,30,56,Female,Yes,13624.02,Train
24208445,80.9,5,4,34,30,Male,No,21225.72,Train
14652597,17.4,2,4,45,53,Female,No,4579.82,Train
5683140,25.6,5,3,11,44,Female,No,5485.93,Train
16656033,43.9,6,2,45,51,Female,No,12549.31,Train
10072641,106.1,3,4,24,53,Female,Yes,22820.28,Train
3455215,110.9,4,4,55,55,Female,No,18404.76,Train
27837364,111.7,7,4,56,57,Female,No,17441.99,Train
8691994,63.5,4,3,43,34,Male,No,4489.61,Train
8822888,46.6,5,4,32,27,Female,No,16312.46,Train
583288,125.3,3,2,8,40,Female,No,22999.9,Train
25709808,45.7,3,2,24,53,Female,No,10195.14,Train
24209653,40.4,5,0,26,56,Female,No,1343.23,Train
9489210,77.2,2,4,15,35,Male,Yes,15327.62,Train
17383215,55.1,8,1,16,52,Male,No,12701.8,Train
29469571,79.6,5,0,33,36,Male,No,16596.08,Train
22389689,77.3,2,5,44,38,Male,No,7655.68,Train
25827902,119.6,3,1,55,45,Male,No,20926.84,Train
11177058,92.9,5,4,8,45,Male,Yes,15480.98,Train
27585478,35.5,2,4,47,34,Male,Yes,3004.38,Train
15194641,59.6,7,4,25,35,Male,No,8984.53,Train
21147812,68.1,3,3,43,37,Male,No,10206.27,Train
5556724,90,3,0,55,28,Male,No,16933.94,Train
9348482,54.8,3,1,25,54,Female,No,18379.52,Train
987933,32.6,2,4,48,34,Female,No,3067.87,Train
14553289,39,7,2,55,35,Female,No,15500.82,Train
17746708,106.3,7,3,8,49,Female,No,19339.16,Train
8797989,14.8,6,1,55,64,Female,No,5630.74,Train
1394411,102.8,3,1,12,30,Male,No,24888.58,Train
22260797,52.8,3,2,44,35,Female,No,14374.69,Train
11114207,46.7,4,5,50,43,Female,No,1888.9,Train
18492542,54.5,2,1,50,37,Male,No,8780.18,Train
20386060,111.2,4,5,60,53,Female,No,18175.74,Train
18707644,92.8,3,3,45,35,Female,No,17682.79,Train
23045447,92.9,3,3,34,45,Male,No,7091.07,Train
3251385,47.4,2,2,49,53,Female,No,7784.48,Train
21338031,92.6,2,2,46,22,Male,No,9718.84,Train
22423574,114.1,6,3,44,53,Female,No,24418.45,Train
6095721,78.3,2,3,22,56,Male,Yes,8756.43,Train
11865603,55.7,8,2,25,21,Male,No,16761.47,Train
18861388,25.1,4,4,40,33,Female,No,11609.26,Train
6792944,76.1,2,1,11,49,Male,No,18394.57,Train
23827285,43.6,1,1,17,31,Male,No,3198.94,Train
4887424,94.7,5,2,17,50,Male,No,11050.49,Train
20219173,112,4,2,37,42,Male,No,19379.23,Train
18585875,46.8,6,4,9,54,Male,No,2554.08,Train
19699248,77.8,4,2,43,48,Female,No,22176.2,Train
16923376,27,7,0,23,46,Male,Yes,9841.22,Train
2946527,55,1,3,37,55,Male,No,6460.62,Train
16035759,77.1,5,3,36,44,Female,No,13616.29,Train
8304506,62.5,2,2,23,58,Male,No,5944.13,Train
25436655,49,2,3,53,55,Male,No,0,Train
17554563,106.4,7,2,43,36,Male,Yes,8420.07,Train
2684271,13.5,7,1,58,51,Male,No,15683.71,Train
4194198,52.7,2,2,9,43,Female,No,15944.98,Train
5645850,42,7,3,43,38,Female,No,12078.35,Train
